name,performance,damage
1_2_3_4_tetrahydroquinoxaline,0.004014717650709076,0.06312629513943366
1_2_3_4_tetramethylbenzene,0.003576025192253659,0.11863263713499453
1_2_3_5_tetrachlorobenzene,0.014079558955551864,1.3152505915328607
1_2_3_5_tetrafluorobenzene,0.010149339830817223,0.3262116692995378
1_2_3_5_tetramethylbenzene,0.0022908215592407463,0.15968731665287372
1_2_3_trichloro_4_methoxybenzene,0.018485870766855282,1.2957176801288173
1_2_3_trichlorobenzene,0.002996499970559803,0.5167466748038815
1_2_3_trifluorobenzene,0.0031444127943581076,0.09102311930728373
1_2_3_trimethoxy_5_methylbenzene,0.015219228374291963,0.7171276844929609
1_2_3_trimethoxybenzene,0.00931180557679665,0.5232943007162639
1_2_3_trimethylbenzene,0.004690314078606476,0.04202685201291072
1_2_3_trimethylcyclohexane,0.0012709328786074767,0.0707604140762657
1_2_4_5_tetrachlorobenzene,0.014534003569050612,0.9073789035240292
1_2_4_5_tetrafluorobenzene,0.0064447286747967795,0.31382624520029234
1_2_4_5_tetramethyl_3_6_dinitrobenzene,0.04034267246195964,2.225024102358029
1_2_4_5_tetramethylbenzene,0.004223042198245007,0.15943815058645586
1_2_4_5_trimethylphenyl_ethanone,0.01149716490038431,0.5663994644671657
1_2_4_6_trimethylphenyl_ethanone,0.02398760801747153,0.24043828701285125
1_2_4_dichlorophenyl_ethanone,0.013221837017167155,1.0094950163214982
1_2_4_triazin_3_amine,0.000628135561038789,0.0011227337132290825
1_2_4_triazolidine_3_5_dione,0.0007251894501970589,0.0001573366914783139
1_2_4_triazolo_1_5_a_pyridine,0.003275443535651091,0.03384993736182736
1_2_4_triazolo_1_5_a_pyrimidine,0.006025732984467893,0.037571765896149925
1_2_4_trichloro_3_methoxybenzene,0.02061341237911289,1.0080685410647434
1_2_4_trichloro_5_2_4_5_trichlorophenyl_benzene,0.1223984940169331,9.03253679018714
1_2_4_trichlorobenzene,0.005516466042436885,0.3259945289499188
1_2_4_trifluorobenzene,0.007269682745303289,0.09212816909862333
1_2_4_trihydroxyanthracene_9_10_dione,0.057693891795702355,1.8322828536626734
1_2_4_trimethoxybenzene,0.00926154039805328,0.30567871427387944
1_2_4_trimethylbenzene,0.004245333905596269,0.04192974963582895
1_2_4_trimethylcyclohexane,0.003768990541791359,0.09369423531698393
1_2_5_oxadiazole_3_4_diamine,0.00013883906880750166,0.00011824538788631137
1_2_5_trimethylpyrrole,0.0021294985664344385,0.007078667934976568
1_2_6_dichlorophenyl_3h_indol_2_one,0.05091902930133346,3.5229351650432226
1_2_7_8_tetrahydropyrrolizin_3_one,0.003804866625708014,0.06661812082846486
1_2_amino_1_3_oxazol_5_yl_ethanone,0.0036401806809416713,0.0752674522348593
1_2_benzoxazole,0.0027388315513653624,0.03641675224040309
1_2_bis_chloromethyl_benzene,0.0073609114076911356,0.6194474359157056
1_2_bis_ethenyl_benzene,0.008564851405719508,0.13328807966790915
1_2_butoxyethoxy_butane,0.0009121774219905244,0.28114682751730125
1_2_diaminoanthracene_9_10_dione,0.08105378668581632,1.640544044006559
1_2_diaminocyclohexane,0.0010786857300802383,0.016910527697694112
1_2_dichloro_3_methoxybenzene,0.013104038742277696,0.36579195782804713
1_2_dichloro_3_phenylbenzene,0.03061274158203085,0.8121510327190165
1_2_dichloro_4_methylbenzene,0.01093873378793553,0.36492774468492933
1_2_dichloro_4_phenylbenzene,0.038284307546802045,1.6061712187556463
1_2_dichlorobenzene,0.002008503966955679,0.21210442119141332
1_2_dichloroethane,0.00025243923166865786,0.0005055190457334427
1_2_diethoxyethane,0.0005543775032038634,0.023103209966675274
1_2_diethylhydrazine,0.0003162621572712869,0.020330298034460948
1_2_difluoro_3_methylbenzene,0.004072474739038509,0.0880894470149857
1_2_difluoro_4_methylbenzene,0.008851728162683706,0.057436959298695946
1_2_difluorobenzene,0.0011291518483721773,0.011080312330532817
1_2_dihydro_1_2_4_triazole_3_thione,0.003679004763560073,0.00028038013636708244
1_2_dihydroacenaphthylene,0.009048545666492509,0.1743003078240202
1_2_dihydronaphthalene,0.007354859326459819,0.0682131447701304
1_2_dihydropyridazine_3_6_dione,0.0017636559447442664,0.008316066633259721
1_2_dihydroxyanthracene_9_10_dione,0.06932550478251027,1.2699091777490856
1_2_dimethoxybenzene,0.005377799919951154,0.19511558038701268
1_2_dimethoxypropane,0.00015502802696974472,0.0011030757556818203
1_2_dimethyl_3_nitrobenzene,0.014472538174991102,0.3047548961319385
1_2_dimethylanthracene_9_10_dione,0.08015998779455254,1.8635637357360655
1_2_dimethylbenzimidazole,0.009821036538748409,0.27386635450951247
1_2_dimethylbicyclo_4_1_0_hept_2_ene,0.0012881543096187474,0.035035416675490594
1_2_dimethylcyclohexane,7.428226516590778e-05,0.0197011047484853
1_2_dimethylcyclopentane,0.00028303037417448115,0.00047608339393778607
1_2_dimethylimidazole,0.00013750679126778637,0.0020444364989516276
1_2_dinitrobenzene,0.017469697233515796,0.298221074489016
1_2_diphenylbenzene,0.0296061748586329,1.1915324487994539
1_2_diphenylethenylbenzene,0.024282962538964035,1.7232742454650634
1_2_diphenylhydrazine,0.010415831741906745,0.5769614252434766
1_2_ethanedithiol,0.002523510440157129,0.0036715571392922407
1_2_fluorophenyl_ethanone,0.011192226067989272,0.09433510197994098
1_2_hydroxyethyl_3_octadecyl_2,0.027411905023015583,4.3597250095485505
1_2_hydroxyethyl_imidazolidin_2_one,0.0003900660858580195,0.11065212912216116
1_2_hydroxyethyl_pyrrolidin_2_one,0.0003361910826808193,0.08696640630940462
1_2_methyl_1h_imidazol_5_yl_ethanone,0.005515543315765768,0.07362856308438244
1_2_methylcyclopenten_1_yl_ethanone,0.006100607390791676,0.05563967715666319
1_2_methylpropan_2_yl_oxy_propan_2_ol,0.003448260414761284,0.08733055820721476
1_2_methylpropoxy_propan_2_ol,0.0009810072916180696,0.07736105735321246
1_2_oxazol_3_amine,0.00011283804202076421,0.024792992335091656
1_2_oxazol_3_ylmethanol,0.00024279462643523534,0.00021679321067409748
1_2_oxazol_4_amine,0.0001363740073814194,0.015387727551096488
1_2_oxazol_5_ylmethanol,0.00014222141898845037,0.0002811176172887976
1_2_oxazole,0.00025639279967232395,0.1312669259849705
1_2_oxazole_3_5_diamine,0.0010241392667423002,0.0002518930419013914
1_2_oxazole_3_carbaldehyde,0.00061498547413758,0.0010036759543434342
1_2_oxazole_3_carbonitrile,0.000700131455740932,0.004191174598801083
1_2_oxazole_4_carbonitrile,0.0005894981128420387,0.005137295214583177
1_2_oxazole_5_carbaldehyde,0.0007458231856632614,0.0011215474236466677
1_2_oxopropoxy_propan_2_one,0.002773762919139718,0.1307372721330297
1_2_xylene,0.0006502948724045387,0.0034606202620201102
1_3_2_dioxathiolane_2_oxide,0.00012919382032612167,0.007314716087521965
1_3_4_dichlorophenyl_ethanone,0.020154805054429636,0.9556133614729774
1_3_4_thiadiazolidine_2_5_dithione,0.004556523933108294,0.3005021798020467
1_3_5_7_tetranitro_1_3_5_7_tetrazocane,0.12582958051907028,4.080627042263735
1_3_5_7_tetrazatricyclo_3_3_1_13_7_decane,0.006749915154401132,0.2169803795415027
1_3_5_tri_propan_2_yl_benzene,0.038112420144477216,0.9628655359440064
1_3_5_triazin_2_amine,0.0006196008711097302,0.0009923737485316945
1_3_5_triazinane_2_4_6_trione,0.0035687681822188927,0.10484205309924
1_3_5_triazinane_2_4_6_trithione,0.02582979005137544,0.46072865728354334
1_3_5_triazine,0.0002634950293508477,0.042757875706107396
1_3_5_triazine_2_4_diamine,0.00742650352998395,0.010183613527318175
1_3_5_trichloro_2_phenylbenzene,0.047155518718625285,2.1583940868469687
1_3_5_trichlorobenzene,0.009276460201774275,0.6862238538036456
1_3_5_triethylbenzene,0.01100597078212504,0.27078853452172513
1_3_5_trifluorobenzene,0.009395142957586335,0.14913107726618965
1_3_5_trimethoxybenzene,0.014777024964403815,0.5187097642094262
1_3_5_trimethyl_1_3_5_triazinane,0.006147806748088791,0.050236048723545375
1_3_5_trimethyl_2_nitrobenzene,0.01621328320707964,0.34160354678597593
1_3_5_trimethylbenzene,0.008358013507075606,0.04671028275401131
1_3_5_trimethylcyclohexane,0.00299125957643293,0.07074418756046902
1_3_5_trimethylpyrazol_4_amine,0.0032915946163062865,0.07758474177940974
1_3_5_trimethylpyrazol_4_ol,0.00669588468541972,0.05587766184642711
1_3_5_trimethylpyrazole,0.001781118995502393,0.007205147187101372
1_3_5_trithiane,0.0003105355163307374,0.16727692294539928
1_3_7_trimethylpurine_2_6_dione,0.01700481251951649,0.4723986277528164
1_3_aminophenyl_ethanone,0.007798022008658597,0.10792231915360681
1_3_aminothiophen_2_yl_ethanone,0.00544363747743863,0.09795089346183339
1_3_benzodioxole,0.004957633765003296,0.05625393107191754
1_3_benzodioxole_5_carboxylic_acid,0.015460012159745436,0.40377202371040427
1_3_benzothiazol_2_amine,0.006745479694201845,0.17145383405364015
1_3_benzoxazole,0.003408539572974228,0.045820250581474216
1_3_bis_2_methylphenyl_thiourea,0.04345053984125612,3.5488909731268135
1_3_bis_chloromethyl_benzene,0.008716757050604611,0.5341828372706338
1_3_bis_trichloromethyl_benzene,0.054485281475032545,5.45126603709154
1_3_chloropyrazin_2_yl_ethanone,0.006055803959965154,0.4084577644540489
1_3_chlorothiophen_2_yl_ethanone,0.006481049957418597,0.530953726930311
1_3_di_o_tolyl_2_thiourea,0.04899449202853778,3.0170838236048363
1_3_diazinan_2_one,8.779128930299093e-05,9.84105430155666e-05
1_3_diazinane_2_4_5_6_tetrone,0.02155265918485714,0.23639628378035404
1_3_diazinane_2_4_6_trione,0.007319412640423572,0.07063383535673745
1_3_diazinane_2_4_dione,0.0012581898478046165,0.016458268256985282
1_3_dibutylthiourea,0.00366834179378029,1.016185938419606
1_3_dichloro_5_phenylbenzene,0.024097605185902,2.041967169924021
1_3_dichlorobenzene,0.0011867426171353447,0.26270267004667697
1_3_dichloropropan_2_ol,0.0005399845899600748,0.1039055974351811
1_3_diethylbenzene,0.0012972590712951042,0.1331115663870216
1_3_diethylurea,0.00017521822505891434,0.016470385064781833
1_3_difluoro_2_methylbenzene,0.0019909766005745595,0.053760875947610566
1_3_difluorobenzene,0.0021768941001979207,0.029604386597874566
1_3_difluoropropan_2_one,0.0001730255826898247,0.00200212102410016
1_3_dihydro_2_benzofuran,0.005067617795265638,0.02809385412257278
1_3_dihydrobenzimidazole_2_thione,0.011714731565636615,0.32712251459159364
1_3_dihydroimidazol_2_one,6.39452896689008e-05,0.013106115617073125
1_3_dihydroimidazole_2_thione,0.0013253478035483907,0.00011752395452128433
1_3_diisopropyl_2_thiourea,0.00515598395953137,0.26805930029420816
1_3_dimethoxybenzene,0.0012578343029972623,0.09148655075613729
1_3_dimethoxypropan_2_one,0.00019153927879040047,0.019469792569679945
1_3_dimethyl_1_3_diazinan_2_one,0.001616130859692075,0.09648739594025929
1_3_dimethyl_1_3_diazinane_2_4_6_trione,0.016479480607545383,0.15887690239279206
1_3_dimethyl_2_nitrobenzene,0.011438172082624256,0.3650450995360713
1_3_dimethyl_7h_purine_2_6_dione,0.027943243508708467,0.3875921411685591
1_3_dimethylcyclohepta_1_3_diene,0.0032973231825961257,0.06741792336535589
1_3_dimethylcyclohexane,0.0005317150671209763,0.01815374240737777
1_3_dimethylcyclopentane,0.0002904513096175369,0.00023682554129641044
1_3_dimethylimidazolidin_2_one,0.0014763103011023846,0.021230135754877196
1_3_dimethylnaphthalene,0.009420404804780251,0.4146440515832589
1_3_dimethylpiperidin_4_one,0.001886969087755066,0.0431868782902423
1_3_dimethylpyrazole,0.001430014963281501,0.0020999820685589825
1_3_dimethylpyrazole_4_carbaldehyde,0.003474386212191565,0.07966257096270786
1_3_dimethylpyrazole_4_carbonitrile,0.0034343012292649576,0.05065946399610404
1_3_dimethylpyridin_2_one,0.0054858197129948275,0.07072703094066182
1_3_dimethylpyrimidine_2_4_dione,0.008669689248391956,0.129338926555864
1_3_dimethylthiourea,0.0002288833436416292,0.0011979622531514307
1_3_dimethylurea,0.00014254801548603077,0.01403590018516975
1_3_dinitrobenzene,0.014685913210606886,0.394763144424035
1_3_dinitronaphthalene,0.030766863843674868,1.5973790115501196
1_3_dioxan_2_one,6.51777757554187e-05,0.000494310300819891
1_3_dioxan_5_ol,0.0001113789920911899,0.0020331393506771733
1_3_dioxane,0.0007312850444602352,0.010248089621728244
1_3_dioxol_2_one,6.002995545350805e-05,0.011433076918182284
1_3_dioxolan_2_one,0.00022920528657901774,0.018980927390729995
1_3_diphenyl_2_benzofuran,0.0530003038364385,4.083108015481535
1_3_diphenylbenzene,0.04335427419454074,0.990526953539343
1_3_ditert_butylbenzene,0.03531431598336666,0.9037732051382944
1_3_dithiane,0.0006105486674197545,0.028280337627410595
1_3_dithiolane_2_thione,0.00023772275939442107,0.09648348365553083
1_3_ethylpyrazin_2_yl_ethanone,0.00862352839854953,0.3716376095409008
1_3_hydroxypyrrolidin_1_yl_ethanone,0.0033030898581631624,0.0476090810504201
1_3_methoxyphenyl_ethanone,0.008053810912489693,0.19201459170194185
1_3_methylpyrazin_2_yl_ethanone,0.004038268692918489,0.18858992626621676
1_3_methylthiophen_2_yl_ethanone,0.0011275698697927685,0.13540054423521253
1_3_oxazinan_2_one,0.00013220651890236517,0.0002881976799879397
1_3_oxazol_2_amine,6.953694264356171e-05,0.02355228305738518
1_3_oxazol_2_ylmethanamine,0.00012678407457005327,0.0003609943089113636
1_3_oxazol_5_ylmethanol,0.0002927294322100624,0.00011139426944738888
1_3_oxazole,0.0001494742407263059,0.07823664032743204
1_3_oxazole_4_carbaldehyde,0.0005972738066222776,0.0006778406058448238
1_3_oxazole_4_carbonitrile,0.0006189907894489241,0.005280638439436435
1_3_oxazole_5_carbaldehyde,0.00042002513975029286,0.0010594761981382549
1_3_oxazole_5_carbonitrile,0.0004682984722107423,0.004976892314826026
1_3_oxazolidin_2_one,0.00017684667445050877,0.0093824430554797
1_3_pentanediamine,0.0001072460831853509,0.0005957248131840515
1_3_propane_sultone,0.0033324300306283,0.041207982530872767
1_3_propanediamine_n_3_c11_14,0.019206963831358708,5.035499007805251
1_3_thiazole,0.0005906530055673135,0.02851143666132543
1_3_xylene,0.003709976001743634,0.005205985144506237
1_3a_4_6a_tetrahydropentalene,0.0008801796900716183,0.0040680928573389044
1_4_acetylphenyl_ethanone,0.012810739412610734,0.5432142587201062
1_4_bis_chloromethyl_benzene,0.005727791183462982,0.27601765664519007
1_4_bis_ethenyl_benzene,0.003922557889643682,0.04706881013060228
1_4_bis_trichloromethyl_benzene,0.03984039854284257,3.656478187121875
1_4_chlorothiophen_2_yl_ethanone,0.003972428402986772,0.1926051267396318
1_4_di_propan_2_yl_benzene,0.01556855719743396,0.3169973997727994
1_4_diaminoanthracene_9_10_dione,0.03429489338017699,2.2853135701396767
1_4_diazabicyclo_2_2_2_octane,0.0015746892534075985,0.009386954407783837
1_4_dichloro_2_2_5_dichlorophenyl_benzene,0.0397198950287145,2.36324678531571
1_4_dichloro_2_nitrobenzene,0.028247997556872868,1.0186833959104054
1_4_dichloroanthracene_9_10_dione,0.06900467144904009,3.8364293244220646
1_4_dichlorobenzene,0.001050270491813131,0.31426562273197495
1_4_difluoro_2_methylbenzene,0.003689830875819388,0.10689663102519166
1_4_difluoroanthracene_9_10_dione,0.07804353937359798,1.6095101269355319
1_4_difluorobenzene,0.002428838625608587,0.01829247410619741
1_4_diformylpiperazine,0.004602028338172268,0.11329362083367496
1_4_dihydronaphthalene,0.0027743187410262456,0.12962920669307862
1_4_dihydroquinoxaline_2_3_dione,0.011082036094216652,0.5419968019413034
1_4_dihydroxyanthracene_9_10_dione,0.032547416599479795,2.626967583314863
1_4_dimethoxyanthracene_9_10_dione,0.0936007444708671,3.605173134136108
1_4_dimethoxybenzene,0.0032126278302413622,0.19020202073733003
1_4_dimethoxybut_2_yne,0.00016869577402018238,0.02066949260972379
1_4_dimethoxynaphthalene,0.020538520193293143,0.43288612023131945
1_4_dimethylanthracene_9_10_dione,0.0598011936071326,1.5315896639947464
1_4_dimethylcyclohexane,0.0006112042964520282,0.00961518192270749
1_4_dinitrobenzene,0.02857865687991111,0.43446791048643113
1_4_dioxan_2_one,7.943580392015886e-05,0.00031517133797261603
1_4_dioxane,0.000687089209674555,0.010684288676636322
1_4_dioxane_2_5_dione,0.0009953447324782488,0.01795555748136377
1_4_dioxaspiro_4_4_non_8_ene,0.0041424956774155555,0.03606672204202825
1_4_dioxaspiro_4_4_nonane,0.003127354391511861,0.10148297098635972
1_4_dioxepan_5_one,0.0001548491531461695,0.017589917695725283
1_4_diphenylbenzene,0.025270450088299725,2.3940101005943966
1_4_diphenylbutan_1_one,0.03133675501423029,1.37213973237627
1_4_ditert_butyl_2_5_bis_2_methoxyethoxy_benzene,0.09854267116755502,5.646587590793357
1_4_dithiane,0.0002517917213255563,0.045094843212495135
1_4_epoxycyclohexane,0.00016021443599013388,0.00033286190495222535
1_4_fluorophenyl_butan_1_one,0.013346219378798695,0.45530140565014304
1_4_hydroxy_3_methoxyphenyl_ethanone,0.011470513377367781,0.5502973685261706
1_4_methoxyphenyl_pyrrole,0.007547946194224641,0.2859850643864513
1_4_methoxyphenyl_pyrrole_2_5_dione,0.018387953335457004,0.8701946567684039
1_4_methyl_1_2_5_oxadiazol_3_yl_ethanone,0.003495593050097277,0.08607533118640893
1_4_methyl_1h_pyrrol_3_yl_ethanone,0.0044867521314155695,0.06443831697221543
1_4_methylphenyl_sulfonylpiperidine,0.03222545407872025,1.787137655528512
1_4_methylthiophen_2_yl_ethanone,0.0043528918692870905,0.13852002813244454
1_4_oxathiane,0.00034229945684880034,0.0021930578370987805
1_4_oxazepan_5_one,0.00016459392422334227,0.01543490208396222
1_4_phenylsulfanylphenyl_ethanone,0.022449140347574052,2.359500819429398
1_4_xylene,0.0034634354922244213,0.0025572817332324897
1_5_acetylthiophen_2_yl_ethanone,0.015327829804028477,0.6784336756125159
1_5_chloropyrazin_2_yl_ethanone,0.007966932209631532,0.28407453028131496
1_5_chlorothiophen_2_yl_ethanone,0.003772187781596957,0.22745000983594774
1_5_chlorothiophen_3_yl_ethanone,0.002552980084671653,0.3064103658095781
1_5_diaminoanthracene_9_10_dione,0.09666581219049857,1.3809214338678446
1_5_dihydroxyanthracene_9_10_dione,0.07851187847636217,1.0050940916423905
1_5_dihydroxypentan_3_one,0.0002359324459404756,0.03830819185738434
1_5_dimethoxypentane,0.0002672312947085067,0.0965312643807492
1_5_dimethyl_2_phenylpyrazol_3_one,0.023630707775110386,0.43957671262967596
1_5_dimethylbicyclo_4_1_0_heptane,0.0035673917529102086,0.07817944998210295
1_5_dimethylimidazole_4_carbaldehyde,0.004697283203276355,0.06986002883038912
1_5_dimethylnaphthalene,0.011107402396707619,0.2012647611965893
1_5_dimethylpiperidin_2_one,0.004046698612422951,0.10459212577434003
1_5_dimethylpyrazol_3_amine,0.0011065818392014478,0.010762459168805397
1_5_dimethylpyrazol_4_amine,0.002518490563902824,0.012979124477576648
1_5_dimethylpyrazole,0.00013946962473884592,0.0023889765741528916
1_5_dimethylpyrazole_3_carbaldehyde,0.004864206408852852,0.07808788559927322
1_5_dimethylpyrrole_2_carbonitrile,0.001991818926620923,0.02166928714677612
1_5_dimethylpyrrolidin_2_one,0.0010864103809581345,0.02570619498948302
1_5_dithiocan_3_ol,0.0001284038780192846,0.46260420463701696
1_5_methyl_1h_pyrazol_4_yl_ethanone,0.004004117208669259,0.04870802278666064
1_5_methylfuran_2_yl_ethanone,0.007976272983343996,0.07031466719766348
1_5_methylthiophen_2_yl_ethanone,0.002974053335932582,0.10371590459636272
1_5_nitrofuran_2_yl_ethanone,0.028405408006386346,0.3642284636865794
1_5_phenylthiophen_2_yl_ethanone,0.0228344719826609,0.9414493157823246
1_6_dichlorohexane,0.0005062589902510073,0.24126324835382232
1_6_dimethylpyridin_2_one,0.004369057055725909,0.07505016050786138
1_7_dihydropurin_6_one,0.020566618808678095,0.07534856561451182
1_7_dimethoxynaphthalene,0.009232803404461087,0.64641620028392
1_7_dimethylnaphthalene,0.008665258276923923,0.17778744240153352
1_8_dihydroxy_3_hydroxymethyl_anthracene_9_10_dione,0.07431074621661551,2.274313818807374
1_8_dihydroxyanthracene_9_10_dione,0.03546509139596577,2.9185399065630846
1_8_dimethylnaphthalene,0.004850069944855816,0.4373213660582575
1_8_naphthyridine,0.004380798416877029,0.08361830366886215
1_acetylimidazolidin_2_one,0.0019843605735289285,0.04508971105704973
1_acetylpyrrolidin_2_one,0.0035309111412873385,0.04075393543302188
1_amino_2_methylanthracene_9_10_dione,0.07825422378125606,1.6139807714910221
1_amino_3_4_nitrophenyl_thiourea,0.036554099542970314,1.4417777799876952
1_amino_3_phenylthiourea,0.004018843771572893,0.5790192770118049
1_aminoanthracene_9_10_dione,0.033261834556449155,2.1888642604150235
1_aminocyclobutane_1_carbonitrile,0.000690183166047923,0.0019333049935900055
1_aminocyclohexane_1_carboxamide,0.004441372309946851,0.2509853231534991
1_aminocyclohexane_1_carboxylic_acid,0.011315153842320158,0.25417799505513455
1_aminocyclopropane_1_carboxylic_acid,0.0024630796037238335,0.00023815078958377856
1_anthracen_9_ylethanone,0.049652963405816535,0.9927419583270218
1_azabicyclo_2_2_2_octan_3_one,0.0014397426683021666,0.09249895211665683
1_aziridin_1_yl_2_methylpropan_1_one,0.00377514624797594,0.022912357124361255
